date,watertemp,sealv,precip,temp,vwind,dwind,sin,cos,precip1,precip2,precip3,precip4,precip5,precipsum,meantemp,raise,waterlv
2009-11-18,10.69,476,4.5,8.65,8.63,226.25,-0.722363962059756,-0.69151305578227,0,1.5,3.4,4.9,0.6,10.4,7.506,FALSE,67.02
2009-11-19,10.68,480.83,0.2,9.46,10.13,253.75,-0.960049854385929,-0.279829014030992,4.5,0,1.5,3.4,4.9,14.3,8.266,TRUE,66.41
2009-11-20,10.65,482.83,0,9.09,5.38,215,-0.573576436351046,-0.819152044288992,0.2,4.5,0,1.5,3.4,9.6,8.448,FALSE,66.89
2009-11-21,10.64,485.33,0,8.76,6.75,240,-0.866025403784438,-0.5,0,0.2,4.5,0,1.5,6.2,8.64,FALSE,66.59
2009-11-22,10.64,493.5,0.1,7.93,3.75,191.25,-0.195090322016128,-0.98078528040323,0,0,0.2,4.5,0,4.7,8.962,FALSE,66.52
2009-11-23,10.61,487.33,8.5,7.91,5.88,196.25,-0.279829014030992,-0.960049854385929,0.1,0,0,0.2,4.5,4.8,8.778,FALSE,66.46
2009-11-24,10.59,500.17,5.9,8.33,9,236.25,-0.831469612302545,-0.555570233019602,8.5,0.1,0,0,0.2,8.8,8.63,TRUE,66.18
2009-11-25,10.57,506.5,0.1,9.68,6.5,220,-0.642787609686539,-0.766044443118978,5.9,8.5,0.1,0,0,14.5,8.404,TRUE,67.44
2009-11-26,10.53,500.5,0,9.38,8,226.25,-0.722363962059756,-0.69151305578227,0.1,5.9,8.5,0.1,0,14.6,8.522,TRUE,69.24
2009-11-27,10.54,501.33,5.1,7.05,5.88,197.5,-0.300705799504273,-0.953716950748227,0,0.1,5.9,8.5,0.1,14.6,8.646,TRUE,70.28
2009-11-28,10.49,509.33,2.7,6.26,6.75,205,-0.422618261740699,-0.90630778703665,5.1,0,0.1,5.9,8.5,19.6,8.47,TRUE,71.84
2009-11-29,10.44,518,0.6,6.7,4.75,192.5,-0.216439613938103,-0.976296007119933,2.7,5.1,0,0.1,5.9,13.8,8.14,TRUE,74.09
2009-11-30,10.41,517.17,0,5.8,3.75,162.5,0.300705799504273,-0.953716950748227,0.6,2.7,5.1,0,0.1,8.5,7.814,TRUE,75.08
2009-12-01,10.38,525.67,10.1,6.11,2.5,137.5,0.67559020761566,-0.737277336810124,0,0.6,2.7,5.1,0,8.4,7.038,TRUE,75.44
2009-12-02,10.33,532.83,4.5,5.73,3.63,160,0.342020143325669,-0.939692620785908,10.1,0,0.6,2.7,5.1,18.5,6.384,TRUE,75.78
2009-12-03,10.3,519.83,0,1.55,3.38,151.25,0.480988768919388,-0.876726755707508,4.5,10.1,0,0.6,2.7,17.9,6.12,TRUE,76.98
2009-12-04,10.26,518.67,0,3.23,3,108.75,0.946930129495106,-0.321439465303162,0,4.5,10.1,0,0.6,15.2,5.178,TRUE,78.44
2009-12-05,10.19,513.33,0,5.21,3,142.5,0.608761429008721,-0.793353340291235,0,0,4.5,10.1,0,14.6,4.484,TRUE,79.15
2009-12-06,10.13,505.33,0.2,3.05,3.88,150,0.5,-0.866025403784439,0,0,0,4.5,10.1,14.6,4.366,FALSE,79.43
2009-12-07,10.08,506.5,2.3,5.13,3.63,186.25,-0.108866874851964,-0.99405633822232,0.2,0,0,0,4.5,4.7,3.754,FALSE,79.33
2009-12-08,10.04,510.67,0,4.24,1.38,115,0.90630778703665,-0.422618261740699,2.3,0.2,0,0,0,2.5,3.634,FALSE,79.21
2009-12-09,10,508.33,0.3,1.59,1.13,126.25,0.806444604267483,-0.591309648363582,0,2.3,0.2,0,0,2.5,4.172,FALSE,78.88
2009-12-10,9.96,503.5,0,2.99,2.38,141.25,0.625923472184059,-0.779884483092882,0.3,0,2.3,0.2,0,2.8,3.844,FALSE,78.63
2009-12-11,9.92,510.17,0.2,0.58,0.88,51.25,0.779884483092882,0.625923472184059,0,0.3,0,2.3,0.2,2.8,3.4,FALSE,77.98
2009-12-12,9.87,511.33,0,-0.01,1.63,107.5,0.953716950748227,-0.300705799504273,0.2,0,0.3,0,2.3,2.8,2.906,TRUE,77.58
2009-12-13,9.82,512.17,9.7,0.46,3,198.75,-0.321439465303161,-0.946930129495106,0,0.2,0,0.3,0,0.5,1.878,TRUE,78.03
2009-12-14,9.76,515.17,4,2.14,2.88,115,0.90630778703665,-0.422618261740699,9.7,0,0.2,0,0.3,10.2,1.122,TRUE,78.53
2009-12-15,9.7,498,0,-1.78,2.88,180,1.22E-16,-1,4,9.7,0,0.2,0,13.9,1.232,TRUE,79.35
2009-12-16,9.63,500.67,1,-1.18,5.75,201.25,-0.362438038283701,-0.932007869282799,0,4,9.7,0,0.2,13.9,0.278,FALSE,79.72
2009-12-17,9.55,520.83,0.5,-5.84,3.5,138.75,0.659345815100069,-0.751839807478977,1,0,4,9.7,0,14.7,-0.074,TRUE,79.66
2009-12-18,9.49,504.67,0.2,-9.55,3,135,0.707106781186548,-0.707106781186547,0.5,1,0,4,9.7,15.2,-1.24,TRUE,80.06
2009-12-19,9.4,492.5,0,-13.98,2.63,163.75,0.279829014030992,-0.960049854385929,0.2,0.5,1,0,4,5.7,-3.242,FALSE,80.55
2009-12-20,9.37,489.83,0,-14.88,3.75,190,-0.17364817766693,-0.984807753012208,0,0.2,0.5,1,0,1.7,-6.466,FALSE,80.23
2009-12-21,9.28,492.5,0,-12.86,2.75,196.25,-0.279829014030992,-0.960049854385929,0,0,0.2,0.5,1,1.7,-9.086,FALSE,78.87
2009-12-22,9.21,486.5,2.1,-3.96,5.13,148.75,0.518773258160521,-0.854911870672947,0,0,0,0.2,0.5,0.7,-11.422,FALSE,77.65
2009-12-23,9.16,486.83,0,0.98,3.75,220,-0.642787609686539,-0.766044443118978,2.1,0,0,0,0.2,2.3,-11.046,FALSE,75.28
2009-12-24,9.1,490,0,-0.1,3.63,138.75,0.659345815100069,-0.751839807478977,0,2.1,0,0,0,2.1,-8.94,FALSE,73.78
2009-12-25,9.02,505.83,1.9,2.64,5.13,137.5,0.67559020761566,-0.737277336810124,0,0,2.1,0,0,2.1,-6.164,FALSE,73.33
2009-12-26,8.99,506.5,7.4,3.1,11.13,246.25,-0.915311479119447,-0.402746689858737,1.9,0,0,2.1,0,4,-2.66,TRUE,72.83
2009-12-27,8.91,500.33,0.2,2.01,5.5,215,-0.573576436351046,-0.819152044288992,7.4,1.9,0,0,2.1,11.4,0.532,TRUE,74.66
2009-12-28,8.83,497.17,0.9,0.85,4.13,207.5,-0.461748613235034,-0.887010833178222,0.2,7.4,1.9,0,0,9.5,1.726,TRUE,76.77
2009-12-29,8.74,507.33,0,1.56,4.63,265,-0.996194698091746,-0.087155742747658,0.9,0.2,7.4,1.9,0,10.4,1.7,TRUE,78.33
2009-12-30,8.71,505.17,0,-2.53,1.75,56.25,0.831469612302545,0.555570233019602,0,0.9,0.2,7.4,1.9,10.4,2.032,TRUE,80.97
2009-12-31,8.67,505.83,0,-2.01,0.63,13.75,0.237685892326173,0.971342069813261,0,0,0.9,0.2,7.4,8.5,0.998,TRUE,81.64
2010-01-01,8.6,507.17,2,-2.6,1.38,38.75,0.625923472184059,0.779884483092882,0,0,0,0.9,0.2,1.1,-0.024,FALSE,81.87
2010-01-02,8.54,517.33,2,-1.28,5,46.25,0.722363962059756,0.691513055782269,2,0,0,0,0.9,2.9,-0.946,TRUE,81.73
2010-01-03,8.49,499.17,1.1,-3.45,2.75,166.25,0.237685892326173,-0.971342069813261,2,2,0,0,0,4,-1.372,TRUE,82.18
2010-01-04,8.44,486.33,0.1,-4.66,6.5,220,-0.642787609686539,-0.766044443118978,1.1,2,2,0,0,5.1,-2.374,FALSE,82.52
2010-01-05,8.4,502,0,-5.11,4.38,200,-0.342020143325669,-0.939692620785908,0.1,1.1,2,2,0,5.2,-2.8,FALSE,82.12
2010-01-06,8.35,497.5,0,-6.8,2.88,126.25,0.806444604267483,-0.591309648363582,0,0.1,1.1,2,2,5.2,-3.42,FALSE,81.54
2010-01-07,8.27,504.33,0.9,-5.81,2.5,185,-0.087155742747658,-0.996194698091746,0,0,0.1,1.1,2,3.2,-4.26,FALSE,80.36
2010-01-08,8.25,504,0,-5.66,2.13,156.25,0.402746689858737,-0.915311479119447,0.9,0,0,0.1,1.1,2.1,-5.166,TRUE,79.24
2010-01-09,8.24,491.33,0,-0.86,9.75,70,0.939692620785908,0.342020143325669,0,0.9,0,0,0.1,1,-5.608,FALSE,79.43
2010-01-10,8.19,497,0.7,-0.96,11.13,67.5,0.923879532511287,0.38268343236509,0,0,0.9,0,0,0.9,-4.848,FALSE,79.29
2010-01-11,8.11,500.17,1.8,-2.66,5,80,0.984807753012208,0.17364817766693,0.7,0,0,0.9,0,1.6,-4.018,FALSE,79.2
2010-01-12,8.08,481.17,0,-2.54,1.13,67.5,0.923879532511287,0.38268343236509,1.8,0.7,0,0,0.9,3.4,-3.19,FALSE,79.13
2010-01-13,8.05,475.83,0,-3.31,2.5,118.75,0.876726755707508,-0.480988768919387,0,1.8,0.7,0,0,2.5,-2.536,FALSE,78.23
2010-01-14,8.03,471.5,0,-9.14,1.88,101.25,0.98078528040323,-0.195090322016128,0,0,1.8,0.7,0,2.5,-2.066,FALSE,76.62
2010-01-15,8.03,470.5,0,-7.04,2.25,115,0.90630778703665,-0.422618261740699,0,0,0,1.8,0.7,2.5,-3.722,FALSE,74.85
2010-01-16,8.02,465.17,0,-8.8,3.13,122.5,0.843391445812886,-0.537299608346824,0,0,0,0,1.8,1.8,-4.938,FALSE,73.35
2010-01-17,7.96,452.33,1.6,-5.59,6.25,120,0.866025403784439,-0.5,0,0,0,0,0,0,-6.166,FALSE,72.04
2010-01-18,7.97,465,0.1,-2.36,5,147.5,0.537299608346824,-0.843391445812886,1.6,0,0,0,0,1.6,-6.776,FALSE,70.62
2010-01-19,7.97,471.5,0.1,-2.76,3,132.5,0.737277336810124,-0.67559020761566,0.1,1.6,0,0,0,1.7,-6.586,FALSE,69.33
2010-01-20,7.94,473.83,0.5,-6.83,3,106.25,0.960049854385929,-0.279829014030992,0.1,0.1,1.6,0,0,1.8,-5.31,FALSE,68.16
2010-01-21,7.92,472.33,0,-5.78,3.13,86.25,0.997858923238603,0.065403129230143,0.5,0.1,0.1,1.6,0,2.3,-5.268,FALSE,67.19
2010-01-22,7.9,468.17,0,-8.83,2.38,101.25,0.98078528040323,-0.195090322016128,0,0.5,0.1,0.1,1.6,2.3,-4.664,FALSE,66.11
2010-01-23,7.83,464.17,0,-13.38,2.13,108.75,0.946930129495106,-0.321439465303162,0,0,0.5,0.1,0.1,0.7,-5.312,FALSE,65.29
2010-01-24,7.78,455.83,0,-12.53,2,121.25,0.854911870672947,-0.518773258160521,0,0,0,0.5,0.1,0.6,-7.516,FALSE,64.41
2010-01-25,7.74,454.5,0,-11.58,1.75,77.5,0.976296007119933,0.216439613938103,0,0,0,0,0.5,0.5,-9.47,FALSE,63.48
2010-01-26,7.68,462.33,2.4,-11.94,2.13,190,-0.17364817766693,-0.984807753012208,0,0,0,0,0,0,-10.42,FALSE,62.41
2010-01-27,7.67,452,5,-5.1,6,247.5,-0.923879532511287,-0.382683432365089,2.4,0,0,0,0,2.4,-11.652,FALSE,61.82
2010-01-28,7.63,466.5,2,-2.33,6.63,276.25,-0.99405633822232,0.108866874851965,5,2.4,0,0,0,7.4,-10.906,FALSE,60.88
2010-01-29,7.63,484,1.1,-3.01,2.88,222.5,-0.67559020761566,-0.737277336810124,2,5,2.4,0,0,9.4,-8.696,FALSE,60.02
2010-01-30,7.59,498.17,3.2,-1.83,4.63,171.25,0.152123386189917,-0.988361510467761,1.1,2,5,2.4,0,10.5,-6.792,FALSE,59.72
2010-01-31,7.57,478.67,0,-6.76,4.75,206.25,-0.442288690219001,-0.896872741532688,3.2,1.1,2,5,2.4,13.7,-4.842,FALSE,59.12
2010-02-01,7.53,481.33,2.1,-3.6,3.13,187.5,-0.130526192220051,-0.99144486137381,0,3.2,1.1,2,5,11.3,-3.806,FALSE,59.13
2010-02-02,7.52,480.67,2.2,-2.63,7,208.75,-0.480988768919387,-0.876726755707508,2.1,0,3.2,1.1,2,8.4,-3.506,FALSE,58.64
2010-02-03,7.55,478.83,1.1,-0.81,7.38,198.75,-0.321439465303161,-0.946930129495106,2.2,2.1,0,3.2,1.1,8.6,-3.566,FALSE,58.33
2010-02-04,7.52,486.83,0,-1.78,4.38,192.5,-0.216439613938103,-0.976296007119933,1.1,2.2,2.1,0,3.2,8.6,-3.126,FALSE,57.63
2010-02-05,7.49,483.5,0,-2.03,4.38,107.5,0.953716950748227,-0.300705799504273,0,1.1,2.2,2.1,0,5.4,-3.116,FALSE,57.41
2010-02-06,7.47,477.17,0,-5.51,4.13,103.75,0.971342069813261,-0.237685892326173,0,0,1.1,2.2,2.1,5.4,-2.17,FALSE,57
2010-02-07,7.43,479.33,0,-4.09,1.13,106.25,0.960049854385929,-0.279829014030992,0,0,0,1.1,2.2,3.3,-2.552,FALSE,56.44
2010-02-08,7.43,475,0,-3.35,1.5,207.5,-0.461748613235034,-0.887010833178222,0,0,0,0,1.1,1.1,-2.844,FALSE,55.91
2010-02-09,7.41,481.5,0.6,-3.93,1.88,176.25,0.065403129230143,-0.997858923238603,0,0,0,0,0,0,-3.352,FALSE,55.36
2010-02-10,7.38,487.33,0,-5.4,2.13,83.75,0.99405633822232,0.108866874851965,0.6,0,0,0,0,0.6,-3.782,FALSE,54.78
2010-02-11,7.38,484.33,2.9,-2.05,6.88,63.75,0.896872741532688,0.442288690219001,0,0.6,0,0,0,0.6,-4.456,FALSE,54.52
2010-02-12,7.34,501.33,5.1,-1.18,5.25,56.25,0.831469612302545,0.555570233019602,2.9,0,0.6,0,0,3.5,-3.764,FALSE,54.25
2010-02-13,7.35,490.67,0,-2.14,1.38,62.5,0.887010833178222,0.461748613235034,5.1,2.9,0,0.6,0,8.6,-3.182,FALSE,54.18
2010-02-14,7.3,486.5,0.2,-0.95,1.63,22.5,0.38268343236509,0.923879532511287,0,5.1,2.9,0,0.6,8.6,-2.94,FALSE,54.18
2010-02-15,7.29,483.67,0.5,-0.93,1.13,25,0.422618261740699,0.90630778703665,0.2,0,5.1,2.9,0,8.2,-2.344,FALSE,53.96
2010-02-16,7.27,481,0.3,-2.31,0.88,26.25,0.442288690219001,0.896872741532688,0.5,0.2,0,5.1,2.9,8.7,-1.45,FALSE,53.78
2010-02-17,7.3,479,0,-2.05,3.25,107.5,0.953716950748227,-0.300705799504273,0.3,0.5,0.2,0,5.1,6.1,-1.502,FALSE,53.52
2010-02-18,7.27,483.17,0.8,-0.55,3,107.5,0.953716950748227,-0.300705799504273,0,0.3,0.5,0.2,0,1,-1.676,FALSE,53.14
2010-02-19,7.22,481.17,0.6,2.01,4,153.75,0.442288690219001,-0.896872741532688,0.8,0,0.3,0.5,0.2,1.8,-1.358,FALSE,52.58
2010-02-20,7.25,490,1,0.01,3.5,166.25,0.237685892326173,-0.971342069813261,0.6,0.8,0,0.3,0.5,2.2,-0.766,FALSE,52.08
2010-02-21,7.26,482.67,0,-2.18,7.88,225,-0.707106781186547,-0.707106781186548,1,0.6,0.8,0,0.3,2.7,-0.578,TRUE,51.98
2010-02-22,7.21,479,2.4,-0.96,5,182.5,-0.043619387365336,-0.999048221581858,0,1,0.6,0.8,0,2.4,-0.552,FALSE,52.22
2010-02-23,7.15,489.83,0.7,1.11,5,197.5,-0.300705799504273,-0.953716950748227,2.4,0,1,0.6,0.8,4.8,-0.334,TRUE,51.73
2010-02-24,7.18,481.83,0,-0.81,3.88,76.25,0.971342069813261,0.237685892326173,0.7,2.4,0,1,0.6,4.7,-0.002,TRUE,52.09
2010-02-25,7.17,482.67,0,1.64,3.38,132.5,0.737277336810124,-0.67559020761566,0,0.7,2.4,0,1,4.1,-0.566,TRUE,52.72
2010-02-26,7.15,480.67,4.4,4.24,3.38,145,0.573576436351046,-0.819152044288992,0,0,0.7,2.4,0,3.1,-0.24,TRUE,53.13
2010-02-27,7.21,480.33,0.4,3.21,4.75,205,-0.422618261740699,-0.90630778703665,4.4,0,0,0.7,2.4,7.5,1.044,TRUE,54.88
2010-02-28,7.14,479.33,0.4,5.26,5.25,156.25,0.402746689858737,-0.915311479119447,0.4,4.4,0,0,0.7,5.5,1.878,TRUE,60.25
2010-03-01,7.09,494.17,2.7,2.43,10.63,235,-0.819152044288992,-0.573576436351046,0.4,0.4,4.4,0,0,5.2,2.708,TRUE,63.87
2010-03-02,7.08,494.33,0.8,0.91,8.88,270,-1,-1.84E-16,2.7,0.4,0.4,4.4,0,7.9,3.356,TRUE,67.23
2010-03-03,7.07,496.67,0.1,0.01,6.63,266.25,-0.997858923238603,-0.065403129230143,0.8,2.7,0.4,0.4,4.4,8.7,3.21,TRUE,70.08
2010-03-04,7.06,505.83,0.3,-1.2,3.5,228.75,-0.751839807478977,-0.659345815100069,0.1,0.8,2.7,0.4,0.4,4.4,2.364,TRUE,72.17
2010-03-05,7.05,509.5,2.5,-2.63,3.63,312.5,-0.737277336810124,0.67559020761566,0.3,0.1,0.8,2.7,0.4,4.3,1.482,TRUE,73.56
2010-03-06,7.01,498.67,0.4,-4.13,2.75,105,0.965925826289068,-0.258819045102521,2.5,0.3,0.1,0.8,2.7,6.4,-0.096,TRUE,74.48
2010-03-07,7.04,499,0.2,-2.95,2.38,161.25,0.321439465303162,-0.946930129495106,0.4,2.5,0.3,0.1,0.8,4.1,-1.408,TRUE,75.29
2010-03-08,7.04,484.5,0,-4.93,1.25,143.75,0.591309648363582,-0.806444604267483,0.2,0.4,2.5,0.3,0.1,3.5,-2.18,FALSE,75.94
2010-03-09,7.02,491.33,0.1,-2.58,3.5,246.25,-0.915311479119447,-0.402746689858737,0,0.2,0.4,2.5,0.3,3.4,-3.168,FALSE,75.82
2010-03-10,7.02,480.67,0,-2.98,2.13,220,-0.642787609686539,-0.766044443118978,0.1,0,0.2,0.4,2.5,3.2,-3.444,FALSE,75.65
2010-03-11,6.97,483.33,0,-4.14,1.88,202.5,-0.38268343236509,-0.923879532511287,0,0.1,0,0.2,0.4,0.7,-3.514,FALSE,75.24
2010-03-12,6.95,494.83,4.6,-0.64,3.88,247.5,-0.923879532511287,-0.382683432365089,0,0,0.1,0,0.2,0.3,-3.516,FALSE,74.53
2010-03-13,6.94,496.83,0,-0.1,4.38,240,-0.866025403784438,-0.5,4.6,0,0,0.1,0,4.7,-3.054,FALSE,73.91
2010-03-14,6.93,508,0.3,-0.26,3.63,205,-0.422618261740699,-0.90630778703665,0,4.6,0,0,0.1,4.7,-2.088,TRUE,74
2010-03-15,6.92,505.17,0,-3.11,5,250,-0.939692620785908,-0.342020143325669,0.3,0,4.6,0,0,4.9,-1.624,TRUE,74.4
2010-03-16,6.88,509,0,-0.88,4.5,238.75,-0.854911870672947,-0.518773258160521,0,0.3,0,4.6,0,4.9,-1.65,TRUE,74.63
2010-03-17,6.87,505.5,0.5,0.61,8,251.25,-0.946930129495106,-0.321439465303162,0,0,0.3,0,4.6,4.9,-0.998,TRUE,75.28
2010-03-18,6.85,500.5,0,2.8,4.5,235,-0.819152044288992,-0.573576436351046,0.5,0,0,0.3,0,0.8,-0.748,TRUE,75.73
2010-03-19,6.84,494.17,0.1,6.43,5,223.75,-0.691513055782269,-0.722363962059756,0,0.5,0,0,0.3,0.8,-0.168,TRUE,75.88
2010-03-20,6.85,496.17,5,6.56,5.25,235,-0.819152044288992,-0.573576436351046,0.1,0,0.5,0,0,0.6,1.17,TRUE,76.35
2010-03-21,6.83,509.17,5.7,6.54,6.5,246.25,-0.915311479119447,-0.402746689858737,5,0.1,0,0.5,0,5.6,3.104,TRUE,77.13
2010-03-22,6.85,513.83,0,2.84,3.63,256.25,-0.971342069813261,-0.237685892326173,5.7,5,0.1,0,0.5,11.3,4.588,TRUE,77.92
2010-03-23,6.83,504.17,0.6,3.79,7.13,216.25,-0.591309648363582,-0.806444604267483,0,5.7,5,0.1,0,10.8,5.034,TRUE,78.73
2010-03-24,6.84,510,0,4.4,4.5,193.75,-0.237685892326173,-0.971342069813261,0.6,0,5.7,5,0.1,11.4,5.232,TRUE,79.29
2010-03-25,6.85,509.83,0,11.63,4,128.75,0.779884483092882,-0.625923472184059,0,0.6,0,5.7,5,11.3,4.826,TRUE,79.88
2010-03-26,6.87,506,0,14.71,2.75,175,0.087155742747658,-0.996194698091746,0,0,0.6,0,5.7,6.3,5.84,TRUE,80.33
2010-03-27,6.9,513.5,14.5,7.38,9.13,208.75,-0.480988768919387,-0.876726755707508,0,0,0,0.6,0,0.6,7.474,TRUE,80.74
2010-03-28,6.93,503.17,1.5,6.19,8.25,246.25,-0.915311479119447,-0.402746689858737,14.5,0,0,0,0.6,15.1,8.382,TRUE,80.89
2010-03-29,6.96,501.83,0,6.23,3.5,228.75,-0.751839807478977,-0.659345815100069,1.5,14.5,0,0,0,16,8.862,TRUE,81.54
2010-03-30,6.99,505.67,0,6.78,2.75,77.5,0.976296007119933,0.216439613938103,0,1.5,14.5,0,0,16,9.228,FALSE,82.2
2010-03-31,7,511.83,8.9,7.73,3.63,187.5,-0.130526192220051,-0.99144486137381,0,0,1.5,14.5,0,16,8.258,TRUE,82.16
2010-04-01,6.98,502.17,0,5.59,3.88,208.75,-0.480988768919387,-0.876726755707508,8.9,0,0,1.5,14.5,24.9,6.862,FALSE,82.28
2010-04-02,7.01,495,0,3.29,2.38,160,0.342020143325669,-0.939692620785908,0,8.9,0,0,1.5,10.4,6.504,FALSE,82.15
2010-04-03,7.04,495.83,0,3.19,3.13,35,0.573576436351046,0.819152044288992,0,0,8.9,0,0,8.9,5.924,FALSE,81.55
2010-04-04,7.07,495.67,1,5.89,3.63,112.5,0.923879532511287,-0.38268343236509,0,0,0,8.9,0,8.9,5.316,FALSE,80.99
2010-04-05,7.1,497.33,0.7,5.95,4.13,210,-0.5,-0.866025403784439,1,0,0,0,8.9,9.9,5.138,FALSE,80.18
2010-04-06,7.12,491.67,0,4.46,2.25,227.5,-0.737277336810124,-0.67559020761566,0.7,1,0,0,0,1.7,4.782,FALSE,79.57
2010-04-07,7.15,488.17,0,4.25,2.38,53.75,0.806444604267483,0.591309648363582,0,0.7,1,0,0,1.7,4.556,FALSE,79.26
2010-04-08,7.17,487.17,0.6,8.43,2.63,138.75,0.659345815100069,-0.751839807478977,0,0,0.7,1,0,1.7,4.748,FALSE,78.44
2010-04-09,7.2,489.83,0,6.31,5.88,258.75,-0.98078528040323,-0.195090322016129,0.6,0,0,0.7,1,2.3,5.796,FALSE,77.36
2010-04-10,7.22,500,0.7,3.68,3,217.5,-0.608761429008721,-0.793353340291235,0,0.6,0,0,0.7,1.3,5.88,FALSE,76.76
2010-04-11,7.25,507.33,0,4.01,5.5,43.75,0.691513055782269,0.722363962059756,0.7,0,0.6,0,0,1.3,5.426,TRUE,76.64
2010-04-12,7.27,495,0,2.34,4.88,43.75,0.691513055782269,0.722363962059756,0,0.7,0,0.6,0,1.3,5.336,TRUE,77.92
2010-04-13,7.3,487,0,2.3,1.75,97.5,0.99144486137381,-0.130526192220052,0,0,0.7,0,0.6,1.3,4.954,FALSE,78.98
2010-04-14,7.32,489.83,0,3.15,5.5,45,0.707106781186547,0.707106781186548,0,0,0,0.7,0,0.7,3.728,FALSE,78.51
2010-04-15,7.34,482.17,0,3.45,3.25,57.5,0.843391445812886,0.537299608346824,0,0,0,0,0.7,0.7,3.096,FALSE,77.55
2010-04-16,7.36,485.67,0,4.06,5.5,248.75,-0.932007869282798,-0.362438038283702,0,0,0,0,0,0,3.05,FALSE,76.48
2010-04-17,7.38,483,0,5.88,8.63,245,-0.90630778703665,-0.422618261740699,0,0,0,0,0,0,3.06,FALSE,75.2
2010-04-18,7.4,483.83,0,8.38,6.25,207.5,-0.461748613235034,-0.887010833178222,0,0,0,0,0,0,3.768,FALSE,74.59
2010-04-19,7.42,497.83,0,4.2,3.13,287.5,-0.953716950748227,0.300705799504273,0,0,0,0,0,0,4.984,FALSE,73.85
2010-04-20,7.44,499,1,4.11,2.63,168.75,0.195090322016128,-0.98078528040323,0,0,0,0,0,0,5.194,FALSE,73.54
2010-04-21,7.45,504.67,0.1,4.85,6.25,250,-0.939692620785908,-0.342020143325669,1,0,0,0,0,1,5.326,FALSE,73.15
2010-04-22,7.48,509,0,4.84,8.5,268.75,-0.999762027079909,-0.021814885034561,0.1,1,0,0,0,1.1,5.484,TRUE,72.76
2010-04-23,7.49,504.5,5.1,6.6,8.13,260,-0.984807753012208,-0.17364817766693,0,0.1,1,0,0,1.1,5.276,FALSE,73.1
2010-04-24,7.51,507.5,0,4.81,5.25,265,-0.996194698091746,-0.087155742747658,5.1,0,0.1,1,0,6.2,4.92,FALSE,72.93
2010-04-25,7.53,504.17,0,8,3.13,130,0.766044443118978,-0.642787609686539,0,5.1,0,0.1,1,6.2,5.042,FALSE,72.68
2010-04-26,7.55,503.67,0,13.15,5.13,131.25,0.751839807478977,-0.659345815100069,0,0,5.1,0,0.1,5.2,5.82,FALSE,72.26
2010-04-27,7.57,503.5,0,9.16,6.38,250,-0.939692620785908,-0.342020143325669,0,0,0,5.1,0,5.1,7.48,FALSE,71.5
2010-04-28,7.59,504,0,7.53,4.5,258.75,-0.98078528040323,-0.195090322016129,0,0,0,0,5.1,5.1,8.344,FALSE,71.05
2010-04-29,7.61,494.33,0,13.83,2.75,217.5,-0.608761429008721,-0.793353340291235,0,0,0,0,0,0,8.53,FALSE,70.79
2010-04-30,7.63,503.67,0,14.36,6.88,215,-0.573576436351046,-0.819152044288992,0,0,0,0,0,0,10.334,FALSE,70.24
2010-05-01,7.65,497.83,0,10.81,4.75,233.75,-0.806444604267483,-0.591309648363582,0,0,0,0,0,0,11.606,FALSE,69.68
2010-05-02,7.68,508.17,0,8.2,3.38,197.5,-0.300705799504273,-0.953716950748227,0,0,0,0,0,0,11.138,FALSE,69.09
2010-05-03,7.71,512.5,23.8,5.56,6.13,87.5,0.999048221581858,0.043619387365336,0,0,0,0,0,0,10.946,TRUE,69.1
2010-05-04,7.74,507.33,1.5,6.26,2.88,298.75,-0.876726755707508,0.480988768919387,23.8,0,0,0,0,23.8,10.552,TRUE,69.92
2010-05-05,7.77,510.33,0,5.64,3.88,215,-0.573576436351046,-0.819152044288992,1.5,23.8,0,0,0,25.3,9.038,TRUE,72.08
2010-05-06,7.8,507,6.9,5.45,8,68.75,0.932007869282798,0.362438038283702,0,1.5,23.8,0,0,25.3,7.294,TRUE,73.13
2010-05-07,7.84,522.5,22.4,5.79,5.75,41.25,0.659345815100069,0.751839807478977,6.9,0,1.5,23.8,0,32.2,6.222,TRUE,73.69
2010-05-08,7.88,512.5,0,5.91,4.13,273.75,-0.997858923238603,0.065403129230143,22.4,6.9,0,1.5,23.8,54.6,5.74,TRUE,77.94
2010-05-09,7.91,498.83,0,6.61,1.5,85,0.996194698091746,0.087155742747658,0,22.4,6.9,0,1.5,30.8,5.81,TRUE,83.41
2010-05-10,7.95,500.67,2.2,8.09,2.5,235,-0.819152044288992,-0.573576436351046,0,0,22.4,6.9,0,29.3,5.88,TRUE,86
2010-05-11,7.98,500.5,0,7.76,3.25,168.75,0.195090322016128,-0.98078528040323,2.2,0,0,22.4,6.9,31.5,6.37,TRUE,87.38
2010-05-12,8.01,504.33,19.2,14.09,6,122.5,0.843391445812886,-0.537299608346824,0,2.2,0,0,22.4,24.6,6.832,FALSE,87.99
2010-05-13,8.03,503.33,1.2,7.99,3.63,286.25,-0.960049854385929,0.279829014030992,19.2,0,2.2,0,0,21.4,8.492,TRUE,87.68
2010-05-14,8.06,505.5,8.6,8.61,3.75,278.75,-0.988361510467761,0.152123386189917,1.2,19.2,0,2.2,0,22.6,8.908,TRUE,88.48
